Sumo__Time	Sumo__Plant__GranularSBR__SO2_setp
0	0
0.076388888875	0.5
0.0972222222083333	0
0.145833333333333	0.5
0.166666666666667	0
0.215277777791667	0.5
0.236111111125	0
0.242375	0
